phi,psi
-102.58032601684921,93.15421290665
-107.22817286783336,-38.515579557371865
-85.9357523325314,-14.523771163822747
-70.93046978189876,-33.67971943067263
-117.36044109575316,49.25834822802367
-173.12207843514815,114.17327046882251
-56.08945847599105,151.97721800219804
-94.01762731384784,-177.46521231347919
-64.802124538991,159.72590578943303
-151.60512303835876,160.54815603099226
